,Unnamed: 0,team,color,alt_color,logos,id,jersey,name,position,height,weight,year
4580,4580,Prairie View A&M,#4d0960,#c8caca,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2504.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2504.png']",5243360.0,3,John-Paul Ricks,G,73,168,3
4582,4582,Prairie View A&M,#4d0960,#c8caca,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2504.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2504.png']",5243363.0,13,Elijah Terry,F,83,205,3
4584,4584,Prairie View A&M,#4d0960,#c8caca,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2504.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2504.png']",5107413.0,1,Jordan Tillmon,G,75,185,4
4589,4589,Mississippi Valley State,#005328,#cf2d34,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2400.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2400.png']",4703150.0,14,George Ivory III,G,74,170,4
4596,4596,Mississippi Valley State,#005328,#cf2d34,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2400.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2400.png']",5177588.0,3,Donovan Sanders,G,71,170,4
4598,4598,Mississippi Valley State,#005328,#cf2d34,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2400.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2400.png']",5243350.0,1,Antonio Sisk,G,73,-1,3
4599,4599,Mississippi Valley State,#005328,#cf2d34,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2400.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2400.png']",4594058.0,15,Alvin Stredic,F,80,215,4
4600,4600,Mississippi Valley State,#005328,#cf2d34,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2400.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2400.png']",5243349.0,0,Arthur Tate,G,78,-1,3
4606,4606,Alabama State,#e9a900,#0a0a0a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2011.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2011.png']",5177528.0,3,CJ Hines,G,74,185,4
4608,4608,Alabama State,#e9a900,#0a0a0a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2011.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2011.png']",4812368.0,1,Amarr Knox,G,75,170,2
4610,4610,Alabama State,#e9a900,#0a0a0a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2011.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2011.png']",4898331.0,20,TJ Madlock,G,75,190,4
4612,4612,Alabama State,#e9a900,#0a0a0a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2011.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2011.png']",5177530.0,11,Micah Octave,G,77,185,4
4613,4613,Alabama State,#e9a900,#0a0a0a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2011.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2011.png']",5177532.0,35,Ubong Okon,C,85,230,4
4618,4618,Texas Southern,#860038,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2640.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2640.png']",4397075.0,25,Grayson Carter,F,82,240,4
4623,4623,Texas Southern,#860038,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2640.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2640.png']",5185673.0,7,Zaire Hayes,G,74,185,4
4624,4624,Texas Southern,#860038,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2640.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2640.png']",4432313.0,1,Kenny Hunter,F,80,236,4
4625,4625,Texas Southern,#860038,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2640.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2640.png']",4703691.0,0,Jaylin Jackson-Posey,G,75,197,3
4627,4627,Texas Southern,#860038,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2640.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2640.png']",5177703.0,2,Kavion McClain,G,70,160,4
4633,4633,Alcorn State,#4b0058,#46166a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2016.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2016.png']",5177539.0,15,Djahi Binet,F,79,215,4
4640,4640,Alcorn State,#4b0058,#46166a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2016.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2016.png']",5177538.0,9,Jalyke Gaines-Wyatt,PG,72,186,2
4645,4645,Alcorn State,#4b0058,#46166a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2016.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2016.png']",5107249.0,7,Julian Lual,G,78,200,4
4648,4648,Alcorn State,#4b0058,#46166a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2016.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2016.png']",4899682.0,1,Michael Pajeaud,G,74,183,4
4649,4649,Alcorn State,#4b0058,#46166a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2016.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2016.png']",5106744.0,11,Marcus Tankersley,G,76,190,3
4653,4653,Jackson State,#123297,#b5b7ba,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2296.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2296.png']",4703815.0,7,Shannon Grant,C,83,290,4
4657,4657,Jackson State,#123297,#b5b7ba,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2296.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2296.png']",4431835.0,13,Romelle Mansel,F,81,220,4
4659,4659,Jackson State,#123297,#b5b7ba,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2296.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2296.png']",5243344.0,1,Dorian McMillian,G,75,178,1
4662,4662,Jackson State,#123297,#b5b7ba,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2296.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2296.png']",4432638.0,24,Daeshun Ruffin,G,71,155,3
4666,4666,Jackson State,#123297,#b5b7ba,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2296.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2296.png']",5177579.0,12,Delyle Williams,G,75,200,2
4668,4668,Grambling,#ee8601,#ffd10a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2755.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2755.png']",4433185.0,11,Antwan Burnett,G,77,205,3
4669,4669,Grambling,#ee8601,#ffd10a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2755.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2755.png']",5177572.0,0,Kintavious Dozier,G,73,195,4
4670,4670,Grambling,#ee8601,#ffd10a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2755.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2755.png']",5243339.0,10,P.J. Eason,F,81,240,3
4671,4671,Grambling,#ee8601,#ffd10a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2755.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2755.png']",4710427.0,4,P.J. Edwards,G,76,205,3
4682,4682,Grambling,#ee8601,#ffd10a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2755.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2755.png']",4683542.0,55,Ernest Ross,F,81,205,4
4683,4683,Grambling,#ee8601,#ffd10a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2755.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2755.png']",5177573.0,2,Mikale Stevenson,G,74,175,3
4687,4687,Southern,#004B97,#ffc82d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2582.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2582.png']",5243367.0,5,Jayce Depron,G,75,175,1
4691,4691,Southern,#004B97,#ffc82d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2582.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2582.png']",5177605.0,11,Jordan Johnson,G,76,195,2
4693,4693,Southern,#004B97,#ffc82d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2582.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2582.png']",5243368.0,2,Joe Manning,G,74,175,3
4698,4698,Southern,#004B97,#ffc82d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2582.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2582.png']",4896946.0,4,Derrick Tezeno,F,76,205,4
4699,4699,Southern,#004B97,#ffc82d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2582.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2582.png']",5107301.0,8,Dionjahe Thomas,C,80,230,2
4700,4700,Arkansas-Pine Bluff,#e0aa0f,#eaaa00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2029.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2029.png']",5243198.0,15,Dennis Asoro,F,80,250,3
4701,4701,Arkansas-Pine Bluff,#e0aa0f,#eaaa00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2029.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2029.png']",5175654.0,33,Quentin Bolton,G,78,220,3
4702,4702,Arkansas-Pine Bluff,#e0aa0f,#eaaa00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2029.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2029.png']",5108978.0,20,Doctor Bradley,G,80,210,3
4704,4704,Arkansas-Pine Bluff,#e0aa0f,#eaaa00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2029.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2029.png']",5243197.0,13,Raphael Dumont,G,76,200,1
4708,4708,Arkansas-Pine Bluff,#e0aa0f,#eaaa00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2029.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2029.png']",5106886.0,1,Christian Moore,G,71,175,3
4718,4718,Alabama A&M,#790000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2010.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2010.png']",5177521.0,0,AC Bryant,G,75,185,3
4721,4721,Alabama A&M,#790000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2010.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2010.png']",5107456.0,22,Lorenzo Downey,G,77,215,4
4729,4729,Alabama A&M,#790000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2010.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2010.png']",5105886.0,4,Quincy McGriff,G,78,200,3
4731,4731,Alabama A&M,#790000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2010.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2010.png']",5177526.0,23,Chad Moodie,F,80,225,2
4734,4734,Alabama A&M,#790000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2010.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2010.png']",5176661.0,7,Saliou Seye,F,84,218,3
4742,4742,Western Kentucky,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']",4592869.0,3,Jalen Jackson,G,71,180,4
4745,4745,Western Kentucky,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']",4702150.0,4,Khristian Lander,G,75,190,4
4746,4746,Western Kentucky,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']",5106841.0,24,Tyrone Marshall Jr.,F,79,215,4
4747,4747,Western Kentucky,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']",4903216.0,2,Don McHenry,G,74,168,4
4750,4750,Western Kentucky,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']",5176572.0,21,Leeroy Odiahi,F,83,218,4
4755,4755,Middle Tennessee,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",5176763.0,10,Torey Alston,F,80,200,1
4756,4756,Middle Tennessee,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",4897508.0,4,Justin Bufford,G,78,190,4
4757,4757,Middle Tennessee,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",5106754.0,2,Jlynn Counter,G,75,195,4
4766,4766,Middle Tennessee,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",4433052.0,44,Essam Mostafa,F,81,250,4
4768,4768,Middle Tennessee,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",5106880.0,3,Jestin Porter,G,73,180,4
4770,4770,Little Rock,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5108799.0,21,Ante Beljan,F,80,220,2
4776,4776,Little Rock,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4432589.0,11,Johnathan Lawson,G,79,190,3
4777,4777,Little Rock,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5242546.0,3,Isaiah Lewis,G,75,165,2
4779,4779,Little Rock,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5242548.0,10,Caleb Pennyfeather,F,81,196,1
4783,4783,Little Rock,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4567590.0,5,Mwani Wilkinson,G,77,205,4
4788,4788,Arkansas State,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']",4684720.0,3,Derrian Ford,G,75,212,3
4789,4789,Arkansas State,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']",5107248.0,11,Terrance Ford Jr.,G,73,177,2
4796,4796,Arkansas State,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']",5060699.0,0,Rashaud Marshall,F,80,225,2
4798,4798,Arkansas State,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']",4699760.0,5,Joseph Pinion,G,77,200,3
4800,4800,Arkansas State,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']",4592288.0,6,Taryn Todd,G,76,177,4
4801,4801,Florida International,#001538,#c5960c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2229.png']",4700854.0,21,Jonathan Aybar,F,81,215,4
4802,4802,Florida International,#001538,#c5960c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2229.png']",5106869.0,11,Jayden Brewer,G,78,160,3
4803,4803,Florida International,#001538,#c5960c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2229.png']",4712834.0,1,Dashon Gittens,G,75,180,3
4807,4807,Florida International,#001538,#c5960c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2229.png']",5242115.0,2,Asim Jones,G,74,170,3
4816,4816,Florida International,#001538,#c5960c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2229.png']",5242116.0,3,Ashton Williamson,G,74,170,1
4817,4817,Louisiana,#ce181e,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/309.png']",5107381.0,10,Zeke Cook,F,78,220,4
4820,4820,Louisiana,#ce181e,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/309.png']",4703205.0,4,Kyndall Davis,G,77,200,4
4821,4821,Louisiana,#ce181e,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/309.png']",5240082.0,8,Mostapha El Moutaouakkil,G,78,195,3
4824,4824,Louisiana,#ce181e,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/309.png']",4702106.0,2,Kentrell Garnett,G,73,165,4
4825,4825,Louisiana,#ce181e,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/309.png']",5176556.0,1,Brandon Hardy,G,75,190,2
4834,4834,New Mexico State,#891216,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/166.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/166.png']",4703262.0,0,Dionte Bostick,G,74,185,4
4837,4837,New Mexico State,#891216,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/166.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/166.png']",4741646.0,3,Christian Cook,G,74,-1,4
4839,4839,New Mexico State,#891216,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/166.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/166.png']",4897167.0,12,Peter Filipovity,F,79,-1,4
4841,4841,New Mexico State,#891216,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/166.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/166.png']",5242602.0,2,Zawdie Jackson,G,72,-1,4
4846,4846,New Mexico State,#891216,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/166.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/166.png']",4592961.0,25,Emmanuel Tshimanga,F,84,270,4
4849,4849,South Alabama,#00205B,#BF0D3E,"['http://a.espncdn.com/i/teamlogos/ncaa/500/6.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6.png']",5176682.0,14,John Broom,G,77,190,1
4852,4852,South Alabama,#00205B,#BF0D3E,"['http://a.espncdn.com/i/teamlogos/ncaa/500/6.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6.png']",4706260.0,20,Myles Corey,G,72,185,4
4853,4853,South Alabama,#00205B,#BF0D3E,"['http://a.espncdn.com/i/teamlogos/ncaa/500/6.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6.png']",4683675.0,22,Barry Dunning Jr.,F,78,195,3
4854,4854,South Alabama,#00205B,#BF0D3E,"['http://a.espncdn.com/i/teamlogos/ncaa/500/6.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6.png']",5240642.0,2,Dylan Fasoyiro,G,75,195,4
4859,4859,South Alabama,#00205B,#BF0D3E,"['http://a.espncdn.com/i/teamlogos/ncaa/500/6.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6.png']",5106457.0,3,Elijah Ormiston,F,80,220,4
4862,4862,Denver,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4703125.0,32,Isaiah Addo-Ankrah,G,79,200,4
4863,4863,Denver,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5241913.0,0,Sebastian Akins,G,74,175,1
4869,4869,Denver,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5241916.0,7,Abdulai Fanta Kabba,C,84,215,1
4870,4870,Denver,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5176939.0,13,Josh Lee,G,75,195,3
4875,4875,Denver,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5241914.0,1,Nicholas Shogbonyo,G,73,185,3
4879,4879,New Orleans,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5243059.0,3,Theo Grant,G,75,170,3
4881,4881,New Orleans,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5243060.0,10,Dae Dae Hunter,G,71,170,3
4886,4886,New Orleans,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5176653.0,2,Jah Short,G,75,180,2
4888,4888,New Orleans,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4848628.0,23,MJ Thomas,F,80,205,1
4890,4890,New Orleans,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4683641.0,5,James White,G,77,202,4
4893,4893,North Texas,#00853E,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/249.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png']",5177104.0,3,Jasper Floyd,G,75,195,4
4899,4899,North Texas,#00853E,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/249.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png']",5105587.0,8,Grant Newell,F,81,220,3
4900,4900,North Texas,#00853E,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/249.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png']",4431824.0,14,Moulaye Sissoko,F,81,245,4
4904,4904,North Texas,#00853E,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/249.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png']",4433163.0,5,Rondel Walker,G,77,185,4
4905,4905,North Texas,#00853E,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/249.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png']",4702491.0,10,Atin Wright,G,73,185,4
4908,4908,Gonzaga,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4431719.0,99,Khalif Battle,G,77,185,4
4911,4911,Gonzaga,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4711313.0,33,Ben Gregg,F,82,230,4
4913,4913,Gonzaga,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4683737.0,11,Nolan Hickman,G,74,190,4
4915,4915,Gonzaga,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4703396.0,13,Graham Ike,F,81,250,4
4918,4918,Gonzaga,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4433629.0,0,Ryan Nembhard,G,72,180,4
